Harley-Davidson Sportster 1200 ,"1 200 см3, черный",495 000 ₽,2011,2 884 км
BMW R 1200 GS ,"1 200 см3, красный",648 000 ₽,2009,18 365 км
Yamaha FJR 1300 ,"1 298 см3 (146 л.с.), рядное, 4 цилиндра, 4 такта, 5 передач, кардан, белый",290 000 ₽,2004,52 000 км
Harley-Davidson V-Rod ,"1 130 см3 (120 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, ремень, черный",500 000 ₽,2005,13 000 км
Suzuki GSX 400 Inazuma ,"400 см3 (52 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, цепь, серый",150 000 ₽,2005,28 133 км
Alfer VR 250 ,"72 см3 (6 л.с.), v-образное, 1 цилиндр, 4 такта, 4 передачи, цепь, синий",39 000 ₽,2018,140 км
BMW K 1200 GT ,"1 200 см3 (130 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, кардан, синий",269 000 ₽,2003,89 736 км
Honda CBR 1000 RR/RA Fireblade ,"1 000 см3 (178 л.с.), 4 цилиндра, 6 передач, цепь, белый",700 000 ₽,2012,4 000 км
MV Agusta Brutale 920 ,"920 см3, пурпурный",590 000 ₽,2011,2 000 км
Ducati Multistrada 1200 ,"1 200 см3, красный",690 000 ₽,2013,34 117 км
BMW S 1000 XR ,"1 000 см3, черный",1 050 000 ₽,2017,14 694 км
Honda CBF 600 ,"600 см3 (33 л.с.), рядное, 4 цилиндра, 4 такта, цепь, красный",320 000 ₽,2008,27 000 км
IRBIS GR 250 ,"223 см3 (15 л.с.), 1 цилиндр, 4 такта, 5 передач, цепь, черный",40 000 ₽,2014,3 700 км
BMW R 1200 GS ,"1 200 см3, 2 цилиндра, 4 такта, кардан, белый",1 150 000 ₽,2015,6 800 км
Honda CB 1300 ,"1 300 см3, рядное, 4 цилиндра, 4 такта, 6 передач, цепь, серый",367 000 ₽,2006,29 665 км
Yamaha FZ 400 ,"400 см3 (53 л.с.), 4 цилиндра, цепь, cеребристый",115 000 ₽,1997,30 354 км
BMW R 1200 GS ,"1 200 см3, 2 цилиндра, 4 такта, кардан, белый",1 150 000 ₽,2015,6 800 км
Honda CB 1300 ,"1 300 см3, рядное, 4 цилиндра, 4 такта, 6 передач, цепь, серый",367 000 ₽,2006,29 665 км
Yamaha FZ 400 ,"400 см3 (53 л.с.), 4 цилиндра, цепь, cеребристый",115 000 ₽,1997,30 354 км
Buell Blast ,"500 см3 (34 л.с.), рядное, 1 цилиндр, 4 такта, 4 передачи, ремень, желтый",110 000 ₽,2001,18 995 км
Aprilia SX 50 ,"50 см3, 1 цилиндр, 2 такта, 6 передач, цепь, черный",105 000 ₽,2013,4 500 км
Honda CB 1100 ,"1 100 см3 (990 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, цепь, черный",760 000 ₽,2017,3 206 км
BMW R 1200 RT ,"1 170 см3 (125 л.с.), оппозитное, 2 цилиндра, 4 такта, 6 передач, кардан, белый",1 320 000 ₽,2017,12 050 км
Honda CBR 600F ,"600 см3 (110 л.с.), рядное, 4 цилиндра, 6 передач, цепь, черный",260 000 ₽,2003,45 000 км
Honda VFR 800 ,"800 см3, серый",333 000 ₽,2005,23 314 км
Yamaha FZ1 ,"1 000 см3, серый",355 500 ₽,2008,16 673 км
Kawasaki ZX-12 Ninja ,"1 200 см3, cеребристый",324 000 ₽,2003,21 600 км
Honda X4 ,"1 300 см3, черный",256 500 ₽,1997,22 050 км
BMW R 1200 CL ,"1 200 см3, коричневый",378 000 ₽,2003,20 176 км
BMW S 1000 R ,"999 см3 (107 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, цепь, черный",1 297 000 ₽,2019,Новый
BMW R 1200 GS ,"1 170 см3 (125 л.с.), оппозитное, 2 цилиндра, 4 такта, 6 передач, кардан, черный",1 715 000 ₽,2018,Новый
BMW G 310 R ,"313 см3 (34 л.с.), рядное, 1 цилиндр, 4 такта, 6 передач, цепь, красный",325 000 ₽,2018,Новый
Yamaha YZF-R6 ,"600 см3 (118 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, цепь, синий",265 000 ₽,2007,30 000 км
Yamaha FZ6 ,"600 см3, черный",256 500 ₽,2004,21 000 км
Stels Flame 200 ,"13 см3, серый",50 000 ₽,2014,440 км
Yamaha FZ6 ,"600 см3 (98 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, цепь, черный",185 000 ₽,2004,37 900 км
Harley-Davidson Sportster 1200 ,"1 200 см3 (70 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, ремень, оранжевый",380 000 ₽,2013,22 000 км
Kawasaki ZR-7 ,"750 см3, синий",120 000 ₽,2001,58 000 км
Honda XL1000V Varadero ,"1 000 см3 (94 л.с.), v-образное, 2 цилиндра, 4 такта, 6 передач, цепь, cеребристый",309 000 ₽,2003,68 430 км
BMW G 310 GS ,"313 см3 (34 л.с.), 1 цилиндр, 6 передач, цепь, серый",328 000 ₽,2018,980 км
Honda MSX125 Grom ,"125 см3, 1 цилиндр, 4 такта, 5 передач, белый",250 000 ₽,2013,8 000 км
Yamaha YZF-R6 ,"600 см3, рядное, 4 цилиндра, белый",125 000 ₽,2001,44 000 км
Nexus G200 ,"150 см3 (9 л.с.), рядное, 1 цилиндр, 4 такта, акпп, ремень, синий",15 000 ₽,2012,8 000 км
Patron Sport ,"250 см3 (15 л.с.), 1 цилиндр, 4 такта, 5 передач, цепь, черный",80 000 ₽,2011,3 000 км
Honda Transalp 650 ,"650 см3 (53 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, цепь, cеребристый",250 000 ₽,2005,37 900 км
KAYO Mini KMB YX125EM ,"125 см3 (11 л.с.), 1 цилиндр, 4 передачи, цепь, зеленый",50 000 ₽,2019,3 км
Honda Steed 400 ,"400 см3 (33 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, цепь, черный",180 000 ₽,1999,35 200 км
Suzuki GSX-R 600 ,"600 см3 (130 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, цепь, синий",300 000 ₽,2007,16 000 км
Honda NC 700 ,"700 см3 (50 л.с.), 2 цилиндра, акпп, цепь, белый",375 000 ₽,2013,40 000 км
Yamaha FZ8 ,"800 см3 (109 л.с.), 6 передач, цепь, белый",450 000 ₽,2013,29 000 км
Ducati ST ,"996 см3 (105 л.с.), v-образное, 2 цилиндра, 6 передач, цепь, серый",190 000 ₽,2001,14 800 км
Honda VFR 800 ,"782 см3 (109 л.с.), v-образное, 4 цилиндра, 4 такта, 6 передач, цепь, пурпурный",460 000 ₽,2009,15 000 км
Kawasaki ZZR 400 ,"400 см3 (53 л.с.), 4 цилиндра, 4 такта, 6 передач, цепь, красный",85 000 ₽,1997,40 680 км
KAYO Classic ,"140 см3 (16 л.с.), 1 цилиндр, 4 передачи, цепь, белый",45 000 ₽,2013,500 км
KTM 690 SMC ,"690 см3 (75 л.с.), 4 такта, 6 передач, цепь, черный",570 000 ₽,2014,6 000 км
BMW R 1200 R ,"1 200 см3 (110 л.с.), оппозитное, 2 цилиндра, 4 такта, 6 передач, кардан, черный",430 000 ₽,2008,6 552 км
Yamaha PW50/PW80 ,"80 см3, 1 цилиндр, 2 такта, цепь, синий",80 000 ₽,2007,500 км
Yamaha FZS 600 ,"600 см3 (98 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, цепь, черный",130 000 ₽,1998,15 340 км
Moto Guzzi Breva 750 ,"750 см3 (46 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, кардан, красный",175 000 ₽,2003,28 000 км
Yamaha XVS 1100 ,"1 100 см3 (63 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, кардан, синий",250 000 ₽,2000,39 000 км
Stels Flex 250 ,"250 см3 (15 л.с.), 1 цилиндр, 4 такта, 5 передач, цепь, белый",62 000 ₽,2019,1 085 км
Yamaha MT-03 ,"660 см3 (45 л.с.), рядное, 1 цилиндр, 4 такта, 6 передач, цепь, черный",180 000 ₽,2006,20 000 км
Yamaha FZX 750 ,"750 см3 (80 л.с.), рядное, 4 цилиндра, 4 такта, 5 передач, цепь, желтый",120 000 ₽,1998,43 000 км
KTM 300 EXC ,"300 см3 (60 л.с.), 2 такта, 5 передач, цепь, оранжевый",240 000 ₽,2007,217 км
BMW F 800 GT ,"800 см3 (90 л.с.), рядное, 2 цилиндра, белый",595 000 ₽,2015,13 900 км
Kawasaki Ninja 300 ,"300 см3, черный",280 000 ₽,2014,32 000 км
Honda VT 750 ,"749 см3 (60 л.с.), 5 передач, цепь, синий",260 000 ₽,2003,87 700 км
Suzuki GSX-R 600 ,"600 см3 (125 л.с.), 4 цилиндра, 6 передач, цепь, синий",340 000 ₽,2006,30 000 км
IRBIS TTR 250 ,"250 см3 (17 л.с.), 1 цилиндр, 4 такта, цепь, серый",45 000 ₽,2012,1 200 км
Honda Transalp 650 ,"650 см3 (56 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, цепь, красный",255 000 ₽,2000,27 500 км
Kawasaki VN1700 Vulcan ,"1 700 см3 (81 л.с.), v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, синий",550 000 ₽,2011,19 000 км
Honda GL 1800 ,"1 800 см3, оппозитное, 6 цилиндров, 4 такта, 5 прямых и задняя, кардан, серый",650 000 ₽,2005,123 708 км
Husqvarna FE 501 ,"501 см3, 6 передач, белый",500 000 ₽,2016,50 км
Kawasaki ER-6n ,"650 см3 (72 л.с.), 2 цилиндра, 6 передач, синий",229 000 ₽,2008,9 400 км
YCF Factory SP ,"190 см3, красный",82 000 ₽,2016,35 км
Yamaha XVS 1100 ,"1 100 см3 (60 л.с.), 4 такта, 5 передач, кардан, черный",350 000 ₽,2005,26 175 км
Harley-Davidson Street Glide ,"1 600 см3 (100 л.с.), черный",1 350 000 ₽,2016,2 500 км
Harley-Davidson V-Rod ,"1 250 см3 (125 л.с.), 4 такта, 5 передач, ремень, пурпурный",635 000 ₽,2007,9 600 км
Honda CB 400 Super Four ,"399 см3, черный",160 000 ₽,1996,20 000 км
Honda CB 400 Super Four ,"399 см3, cеребристый",170 000 ₽,1999,28 000 км
Honda CB 400 Super Four ,"399 см3, красный",220 000 ₽,2005,20 000 км
Motoland ENDURO ,"250 см3 (50 л.с.), рядное, 1 цилиндр, 4 такта, 5 передач, цепь, зеленый",70 000 ₽,2019,100 км
Yamaha MT-07 (FZ-07) ,"700 см3 (76 л.с.), рядное, 2 цилиндра, 4 такта, 6 передач, цепь, синий",420 000 ₽,2016,12 000 км
Suzuki RV 200 VanVan ,"200 см3 (16 л.с.), 4 цилиндра, 4 такта, 5 передач, цепь, белый",110 000 ₽,2003,90 000 км
BMW R 1200 C ,"1 200 см3, оппозитное, черный",390 000 ₽,1998,54 527 км
Harley-Davidson Sportster 883 ,"883 см3, v-образное, 2 цилиндра, 4 такта, ремень, черный",790 000 ₽,2017,790 км
Harley-Davidson Fat Boy ,"1 801 см3, v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, черный",1 490 000 ₽,2017,13 000 км
Harley-Davidson Sportster 1200 ,"1 200 см3, v-образное, 2 цилиндра, 4 такта, 5 передач, ремень, черный",850 000 ₽,2018,374 км
Harley-Davidson FXDR 114 ,"1 868 см3, v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, черный",1 770 000 ₽,2019,150 км
Harley-Davidson CVO ,"1 923 см3, v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, серый",3 150 000 ₽,2018,Новый
Harley-Davidson Street Glide ,"1 745 см3, v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, синий",2 400 000 ₽,2018,100 км
Harley-Davidson Ultra Limited ,"1 690 см3, v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, синий",1 850 000 ₽,2016,5 977 км
Harley-Davidson Street Bob ,"1 745 см3, v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, черный",1 150 000 ₽,2019,150 км
BMW R 1200 GS ,"1 200 см3, рядное, 2 цилиндра, кардан, cеребристый",1 190 000 ₽,2016,14 952 км
Harley-Davidson Fat Boy ,"1 801 см3, v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, зеленый",1 230 000 ₽,2016,21 726 км
Triumph Bonneville Bobber ,"1 200 см3, 4 такта, 6 передач, черный",940 000 ₽,2018,Новый
Harley-Davidson V-Rod ,"1 245 см3, v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, черный",1 250 000 ₽,2014,6 000 км
Harley-Davidson Sportster 883 ,"883 см3, v-образное, 2 цилиндра, 4 такта, 5 передач, ремень, зеленый",750 000 ₽,2017,414 км
Honda Valkyrie 1800 ,"1 800 см3, черный",1 035 000 ₽,2012,11 000 км
Harley-Davidson Road King ,"1 584 см3, v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, черный",720 000 ₽,2007,35 000 км
Honda NC 750 ,"750 см3, cеребристый",660 000 ₽,2019,Новый
ABM Raptor 50 ,"70 см3, 4 такта, ремень, cеребристый",20 000 ₽,2012,47 000 км
Suzuki GS 500 ,"500 см3 (48 л.с.), рядное, 2 цилиндра, 4 такта, 6 передач, цепь, синий",135 000 ₽,2007,18 000 км
Honda VFR 1200 ,"1 200 см3 (111 л.с.), v-образное, 4 цилиндра, 4 такта, 6 передач, кардан, красный",565 000 ₽,2010,7 389 км
BMW K 1200 GT ,"1 200 см3 (130 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, кардан, синий",279 000 ₽,2004,54 257 км
Honda VFR 1200 ,"1 200 см3 (111 л.с.), v-образное, 4 цилиндра, 4 такта, роботизированная с двумя сцеплениями, кардан, черный",550 000 ₽,2011,9 395 км
Ducati Desmosedici RR ,"983 см3 (215 л.с.), v-образное, 4 цилиндра, 4 такта, 6 передач, цепь, красный",2 000 000 ₽,2008,4 000 км
Harley-Davidson Electra Glide ,"1 584 см3 (76 л.с.), v-образное, 2 цилиндра, 4 такта, 6 передач, ремень, красный",705 000 ₽,2010,32 085 км
Yamaha FZ6 ,"600 см3 (78 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, цепь, красный",288 000 ₽,2015,4 255 км
Harley-Davidson Sportster 883 ,"883 см3 (55 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, ремень, серый",378 000 ₽,2008,36 547 км
Harley-Davidson Heritage ,"1 450 см3 (64 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, ремень, красный",480 000 ₽,2004,47 071 км
BMW R 1200 RT ,"1 200 см3 (110 л.с.), оппозитное, 2 цилиндра, 4 такта, 6 передач, кардан, cеребристый",444 000 ₽,2007,77 688 км
BMW R 1100 R ,"1 100 см3 (80 л.с.), оппозитное, 2 цилиндра, 4 такта, 5 передач, кардан, черный",227 000 ₽,2001,25 100 км
Honda Magna ,"750 см3 (77 л.с.), v-образное, 4 такта, 5 передач, цепь, черный",240 000 ₽,1994,56 000 км
Jawa 350/638 ,"350 см3 (26 л.с.), рядное, 2 цилиндра, 2 такта, 4 передачи, цепь, красный",35 000 ₽,1987,2 000 км
Suzuki SV 650 ,"650 см3, синий",216 000 ₽,1999,27 100 км
Honda NC 700 ,"700 см3, cеребристый",342 000 ₽,2013,6 000 км
Honda VFR 800 ,"800 см3, cеребристый",324 000 ₽,2004,27 000 км
Yamaha XVS 1100 ,"1 063 см3 (60 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, кардан, красный",300 000 ₽,2004,30 141 км
Honda CB 600S ,"600 см3 (95 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, цепь, черный",155 000 ₽,2002,40 000 км
Yamaha XJ6 (FZ6-R) ,"600 см3 (77 л.с.), рядное, 4 цилиндра, 4 такта, 6 передач, цепь, черный",340 000 ₽,2011,11 189 км
Honda GL 1800 ,"1 800 см3, оппозитное, 6 цилиндров, 5 передач, кардан, черный",1 500 000 ₽,2016,50 км
KTM 200 Duke ,"200 см3, 1 цилиндр, красный",129 000 ₽,2014,17 456 км
Honda CB-1 ,"400 см3, 4 цилиндра, 6 передач, черный",105 000 ₽,1991,30 000 км
Suzuki Boulevard M109R ,"1 800 см3 (125 л.с.), 5 передач, кардан, черный",700 000 ₽,2012,18 000 км
Honda VT 750 ,"750 см3 (45 л.с.), v-образное, 2 цилиндра, 4 такта, 5 передач, кардан, пурпурный",312 500 ₽,2009,17 561 км
Harley-Davidson Dyna Wide Glide ,"1 450 см3, v-образное, 2 цилиндра, 4 такта, 5 передач, ремень, черный",445 000 ₽,2002,26 208 км
